Class,Mean Intensity,Std Intensity,Mean R,Mean G,Mean B,Std R,Std G,Std B,Var R,Var G,Var B
q,68.212,51.94410704,138.9448,40.1468,27.2812,103.542309,39.74944087,13.48530039,10721.00975,1580.01805,181.8533266
q,75.4964,34.31218424,123.986,53.7184,60.1368,75.59717061,23.13772464,20.36482472,5714.932204,535.3543014,414.7260858
q,83.17,27.69300814,98.3172,78.4608,67.5996,45.19698866,24.95276464,17.84567398,2042.767784,622.6404634,318.4680798
q,104.8184,21.47444578,111.4568,102.9492,97.032,35.50188916,17.73108624,16.62390375,1260.384134,314.3914194,276.354176
q,108.1752,24.74063267,118.3144,104.5336,100.4428,39.02416114,21.35545062,19.6490694,1522.885153,456.055271,386.0859282
q,125.4644,37.4439412,147.8916,116.8184,111.1164,45.03561979,35.12783258,43.4217509,2028.207049,1233.964621,1885.448451
q,82.988,21.32554937,87.7104,82.0272,75.6512,35.92025796,17.20404778,18.5872628,1290.264932,295.9792602,345.4863386
q,107.6188,27.25505983,139.1808,96.4112,82.4912,45.54766417,22.2484632,20.86797361,2074.589711,494.9941146,435.4723226
q,105.3728,29.1842461,130.6812,95.4208,90.11,39.39164844,26.73006785,33.2583388,1551.701967,714.4965274,1106.1171
q,133.6736,37.10296839,184.0668,117.4392,85.0108,50.41537005,37.79250592,36.73478302,2541.709538,1428.273503,1349.444283
q,155.0068,33.86507868,218.0256,139.1444,71.4184,39.6948176,36.44605258,23.81752593,1575.678545,1328.314749,567.2745414
q,97.88,38.77359927,140.3032,85.1596,51.9952,54.2106638,36.48315403,26.88511813,2938.79607,1331.020528,722.809577
q,87.2784,38.61636044,114.8472,78.4772,60.2028,52.68563231,36.1807446,30.82320023,2775.775852,1309.04628,950.0696722
q,62.7796,30.94602759,93.99,52.9852,31.2188,57.33365068,26.03003229,13.95947444,3287.1475,677.562581,194.8669266
q,80.78,46.18069294,131.1104,67.2556,18.474,76.64677822,40.63457479,14.62651442,5874.728612,1651.168669,213.934924
q,42.0512,28.73031463,56.5476,39.6296,16.436,40.07991684,26.86573289,17.02652942,1606.399734,721.7676038,289.902704
q,58.9152,21.31649148,85.702,49.5576,36.5164,45.3165797,15.19221782,13.47831336,2053.592396,230.8034822,181.664931
q,46.4236,26.94026286,67.8204,39.3732,26.2384,49.61068578,21.23381082,11.12557259,2461.220144,450.8747218,123.7783654
q,94.5916,54.29676242,114.1552,89.44,69.8492,66.8733483,53.83067527,60.86996681,4472.044713,2897.7416,3705.152859
q,59.4452,34.47330267,81.2012,56.0228,19.8672,55.53481717,30.08756355,16.48232885,3084.115919,905.2614802,271.6671642
q,77.8712,36.47879673,125.3932,63.7044,26.166,66.14774519,31.42529269,17.84376765,4375.524194,987.5490206,318.400044
q,89.5144,47.42618046,138.1584,78.5408,18.4364,73.6161919,43.91310892,18.71342713,5419.343709,1928.361135,350.192355
q,124.8048,24.75696865,179.4572,104.6888,84.9332,35.8288064,23.39796475,15.30215468,1283.703368,547.4647546,234.1559378
q,118.1476,36.84692951,177.8424,96.996,70.5196,52.90334547,34.55789322,25.99070634,2798.763962,1194.247984,675.5168158
q,68.6728,32.86006908,87.7544,63.7884,43.8008,53.36721541,27.96384139,21.89672851,2848.059681,781.9764254,479.4667194
q,114.2472,18.67941359,170.8868,92.9292,75.3516,38.94732322,16.87794381,18.73302905,1516.893986,284.8649874,350.9263774
q,168.67,26.30901557,241.9196,147.5568,85.2916,19.31876642,33.95813266,19.24131413,373.2147358,1153.154774,370.2281694
q,175.2636,28.73822046,242.1104,157.1288,93.2728,20.10267176,37.68277339,19.75102985,404.1174118,1419.991411,390.1031802
q,123.8836,45.45833753,186.3148,104.048,62.2364,65.09362258,41.36866563,28.31307322,4237.179701,1711.366496,801.630115
q,52.974,31.07180915,73.9956,47.102,28.3048,48.7808116,26.99418448,18.54548724,2379.567581,728.685996,343.935097
q,136.0892,45.70890989,205.8832,114.1884,65.9176,50.68315655,51.1379478,24.52271621,2568.782358,2615.089705,601.3636102
q,144.972,50.95750402,213.0356,125.1224,68.662,42.63806671,61.08933964,35.66649627,1818.004733,3731.907418,1272.098956
q,140.6012,29.37889989,221.3796,113.2688,69.5444,32.43504746,32.34461542,19.47556491,1052.032304,1046.174147,379.2976286
q,80.2996,26.82385953,121.0952,65.4784,49.572,48.79333292,21.05951408,18.28358871,2380.789337,443.5031334,334.289616
q,55.5344,17.56854054,68.6624,54.2136,27.8304,27.06072479,17.51442763,13.55728719,732.2828262,306.755175,183.8000358
q,118.048,49.93760202,173.064,100.3608,64.7672,59.28867602,52.85762219,36.24892004,3515.147104,2793.928223,1313.984204
q,79.2536,60.46967907,101.9328,74.1152,46.1512,73.59813778,60.22567832,39.53730819,5416.685884,3627.132329,1563.198739
q,92.206,34.78651986,135.6836,76.1268,60.8312,47.18880684,32.49069285,24.8002965,2226.783491,1055.645122,615.0547066
q,64.2252,44.27184303,89.6588,55.8724,40.4828,64.29953019,40.13485416,27.68039205,4134.429583,1610.806518,766.2041042
q,113.8644,17.50178313,160.7672,99.4224,65.1632,35.54858372,19.53820816,29.99407551,1263.701804,381.7415782,899.6445658
q,96.4272,34.12969235,162.3892,76.1248,28.002,51.79370737,31.67057349,21.71260454,2682.588123,1003.025225,471.437196
q,126.6912,20.39921181,155.9448,118.8016,90.4192,41.84299407,17.29887388,18.72212251,1750.836153,299.2510374,350.5178714
q,86.8932,46.54723401,119.2556,78.9424,42.8348,56.40656583,47.52634514,32.30584326,3181.700669,2258.753482,1043.667509
q,109.704,10.94190038,121.7904,105.5888,99.126,23.56205568,8.999228554,11.6662815,555.1704678,80.98611456,136.102124
q,118.9432,11.56750508,149.92,109.846,84.3704,26.56932065,10.96900561,18.40596653,705.9288,120.319084,338.7796038
q,99.9704,26.47091845,155.1964,83.2168,41.3216,39.49768888,26.43431478,27.65120926,1560.067427,698.7729978,764.5893734
q,51.5076,23.52611192,74.5588,45.2348,23.2752,37.7215289,20.07020849,16.16325045,1422.913743,402.813269,261.250665
q,114.976,29.83713498,153.3408,105.0192,65.6768,51.85663945,28.10417107,25.53291879,2689.111055,789.8444314,651.9299418
q,113.2692,15.0455552,141.9196,104.3612,84.0068,36.82036849,13.93577894,26.51401806,1355.739536,194.2059346,702.9931538
q,115.0756,40.77460343,183.5864,96.4384,31.4484,63.66473541,36.68158946,24.29013251,4053.198535,1345.539005,590.0105374
q,64.8292,1.852141291,134.1532,36.2336,30.2668,12.07556747,5.568323899,10.51986776,145.8193298,31.00623104,110.6676178
q,65.0688,3.019017483,145.8776,31.5972,25.4704,15.74035,8.546189336,16.29751895,247.7586182,73.03735216,265.6091238
q,78.2696,16.03631241,188.8316,35.9292,6.3356,25.78655544,15.9718561,7.664918306,664.9464414,255.1001874,58.75097264
q,112.8992,42.95776809,200.3976,85.2524,25.8136,51.58635783,51.3219397,36.42638131,2661.152314,2633.941494,1326.881255
q,67.2424,1.670341953,128.364,41.5716,39.0432,7.175479357,4.344568269,6.47744809,51.487504,18.87527344,41.95733376
q,73.6844,12.97705655,166.838,38.1676,12.3724,21.79041431,12.9963191,9.301361096,474.822156,168.9043102,86.51531824
q,82.782,23.23917546,130.5416,65.3216,47.4296,48.46401004,23.23696567,26.29450596,2348.760269,539.9565734,691.4010438
q,70.4216,5.31900869,141.1916,42.722,27.5256,31.11666578,12.25348587,21.84371179,968.2468894,150.147916,477.1477446
q,73.888,3.051730001,115.0676,57.742,48.9504,18.24400806,9.805153543,14.98599145,332.8438302,96.141036,224.5799398
q,74.3332,11.94516546,92.0668,67.3888,63.3072,33.24974493,11.40459708,17.63317408,1105.545538,130.0648346,310.9288282
q,79.1732,14.71187282,176.13,42.7268,12.7232,28.91622901,13.88550906,11.93935433,836.1483,192.8073618,142.5481818
q,85.1912,22.79679457,127.3384,69.202,56.8704,58.81982562,24.80089506,30.13347646,3459.771885,615.084396,908.0264038
q,65.824,2.883508973,148.4084,32.1204,22.9368,17.05808927,7.071145865,14.70975206,290.9784094,50.00110384,216.3768058
q,70.7288,6.867317567,175.3492,29.9128,6.6304,13.46385009,5.986484458,5.521611707,181.2752594,35.83799616,30.48819584
q,100.0888,38.08098889,204.8356,62.9916,16.528,35.19437132,47.36458096,36.87579716,1238.643773,2243.403529,1359.824416
q,79.3676,8.448838396,104.5668,68.4356,69.604,30.61391739,14.48000872,20.53440002,937.2119378,209.6706526,421.661584
q,116.4932,24.84121482,177.2228,94.4704,70.6104,43.30251217,18.60224513,13.311056,1875.10756,346.0435238,177.1842118
q,138.1568,17.45928446,214.812,109.5812,84.2396,34.9702024,11.7808067,7.648044968,1222.915056,138.7874066,58.49259184
q,130.7552,22.94470032,206.272,103.7816,71.6,38.06578012,18.18334132,14.38040333,1449.003616,330.6339014,206.796
q,67.8032,16.36634564,83.5988,61.8912,56.4568,27.79519812,12.93569335,10.11462969,772.5730386,167.3321626,102.3057338
q,111.784,29.42257202,172.5796,88.8892,70.1212,55.5927519,20.77300468,11.12755636,3090.554064,431.5177234,123.8225106
q,127.8284,26.97370114,204.2236,100.4968,68.2964,36.09927427,24.79089328,21.16275377,1303.157603,614.5883898,447.862147
q,80.8848,34.44913248,111.6056,69.8312,57.1728,59.81624904,26.52486205,16.26782531,3577.983649,703.5683066,264.6421402
q,86.578,18.77464024,112.2684,78.0528,63.2096,30.93600429,14.75516222,10.96441826,957.0363614,217.7148122,120.2184678
q,104.3068,30.65785175,140.9536,89.7112,83.2612,45.30314169,25.89799596,24.89673421,2052.374647,670.7061946,619.8473746
q,87.7092,14.52935771,117.7232,75.3848,72.3648,33.75999084,9.330376678,8.880795064,1139.736982,87.05592896,78.86852096
q,66.8456,8.596287608,78.3996,61.7592,62.7768,19.24669114,6.610144882,7.855684678,370.4351198,43.69401536,61.71178176
q,147.5856,18.94183393,193.9028,130.2936,114.97,26.53433534,18.93792489,20.94723609,704.0709522,358.644999,438.7867
q,134.494,28.09812029,165.6888,123.576,108.7292,36.85147425,27.20909083,21.67531009,1358.031155,740.334624,469.8190674
q,151.5748,29.33147806,179.4264,142.3748,125.7784,39.38984365,29.23935575,14.07689218,1551.559783,854.939925,198.1588934
q,162.03,51.79762446,199.644,153.2128,108.6948,49.53632671,57.31604589,40.20598031,2453.847664,3285.129116,1616.520853
q,116.7052,22.78114775,131.8984,111.6468,102.7472,29.00224952,21.93414803,17.37881734,841.1304774,481.1068498,302.0232922
q,106.2164,16.6178931,128.6804,98.3216,88.0212,34.3786308,13.7058445,16.35523007,1181.890256,187.8501734,267.4935506
q,123.15,25.36063682,182.0488,103.5672,69.4988,44.09166836,21.32631905,17.33160115,1944.075219,454.8118842,300.3843986
q,124.9804,21.92333952,184.564,105.5152,68.8752,36.11239543,19.52666303,18.40894416,1304.105104,381.290569,338.889225
q,115.5132,18.16121763,160.2508,102.13,66.9888,30.38466553,17.27725383,17.95834832,923.2278994,298.5035,322.5022746
q,100.486,21.20353282,113.5672,95.6084,91.454,35.31755207,18.1890915,19.21497031,1247.329484,330.8430494,369.215084
q,137.3652,24.66984858,182.63,122.6564,94.3352,44.30668008,22.01114125,27.35762491,1963.0819,484.490339,748.439641
q,117.7276,25.83073747,158.336,104.5144,79.106,39.40841413,23.05288252,22.772588,1553.023104,531.4353926,518.590764
q,108.8112,30.28454977,140.8284,97.942,80.7384,51.48712998,25.0352279,21.81708426,2650.924553,626.762636,475.9851654
q,98.54,24.55862374,129.8752,89.5248,62.5732,30.40999219,23.85641601,23.42213999,924.767625,569.128585,548.5966418
q,97.8008,18.41715286,126.1752,89.7156,64.8872,22.68299153,17.62181366,17.03965012,514.518105,310.5283166,290.3496762
q,111.6888,34.93486446,150.99,98.0936,78.4928,51.63718331,34.06597186,18.24211468,2666.3987,1160.490439,332.7747482
q,98.0756,37.84859686,142.5472,83.9796,53.9072,54.49567113,35.03765951,22.27671852,2969.778172,1227.637584,496.2521882
q,47.7236,15.2179106,51.872,46.7936,41.4236,22.61824962,13.97319573,10.2742865,511.585216,195.250199,105.560963
q,84.3264,18.73219323,99.1528,76.3604,86.246,29.91125294,17.57955949,11.61436542,894.6830522,309.0409118,134.893484
q,88.6088,36.88205746,120.0704,77.746,61.9124,55.99331964,33.38551608,19.67955097,3135.251844,1114.592684,387.2847262
q,70.7512,40.2592958,99.218,60.4088,49.3384,65.02867118,33.85456074,18.48274561,4228.728076,1146.131283,341.6118854
q,82.3484,34.74633531,100.9272,77.264,59.716,50.30382391,32.02299024,24.46398463,2530.4747,1025.471904,598.486544
q,56.9484,31.59820466,79.6316,49.7208,34.5256,51.64389491,26.74480225,18.7270645,2667.091881,715.2844474,350.7029446
q,75.8472,35.57722659,95.5756,67.7172,65.8748,51.59205641,33.75545621,16.34397519,2661.740285,1139.430824,267.125525
q,105.5544,51.56630528,152.4836,92.412,50.08,66.20573488,52.87894719,23.99326572,4383.199331,2796.183056,575.6768
q,48.4424,19.98618228,58.9992,45.414,35.9732,34.45090419,16.53002734,11.67344344,1186.864799,273.241804,136.2692818
q,113.8708,39.06866401,128.9896,108.9016,99.7176,57.44420503,35.26294255,22.36456685,3299.836692,1243.475117,500.1738502
q,150.35,16.27391471,162.0036,145.37,145.6208,26.30501829,16.05125229,17.37534481,691.953987,257.6427,301.9026074
q,144.7924,32.02422368,182.7244,131.5644,113.2056,42.37184495,33.21925124,20.08701393,1795.373245,1103.518653,403.4881286
q,116.5988,50.37629838,129.0752,115.97,87.0352,66.66998684,47.07982477,34.9297289,4444.887145,2216.5099,1220.085961
q,166.5244,9.871687021,179.9848,161.16,158.7552,24.51204946,10.77459976,13.6347524,600.840569,116.092,185.906473
q,174.8608,44.09901386,205.8304,168.1196,128.212,48.14181588,47.45582046,32.89481199,2317.634436,2252.054896,1082.068656
q,99.0908,39.95841032,98.7728,102.7364,81.0816,46.13388755,39.19972085,31.75776663,2128.33558,1536.618115,1008.555741
q,98.7804,51.43700784,103.2744,101.0412,75.1444,62.69894979,50.47613597,33.28338247,3931.158305,2547.840303,1107.783549
q,99.9404,37.2203929,98.8976,102.5944,88.9776,42.14987443,35.32128379,36.42223906,1776.611914,1247.593089,1326.579498
q,137.854,16.16061521,149.954,132.8548,131.9304,30.12601341,14.80216596,13.92577308,907.576684,219.104117,193.9271558
q,124.7156,49.40864213,149.2868,117.6496,96.5784,64.69658836,48.0357827,29.99299674,4185.648546,2307.43642,899.5798534
q,155.0304,25.14137379,205.4064,142.7688,85.9008,27.51250696,29.90748646,17.30425842,756.938039,894.4577466,299.4373594
q,147.4636,39.32556262,198.0108,139.4696,55.9588,42.29207353,44.04250079,23.1060577,1788.619483,1939.741876,533.8899026
q,88.8296,26.95247231,109.1596,88.1448,38.9948,36.90014265,25.24457631,17.59500989,1361.620528,637.288633,309.584373
q,151.5244,25.52754991,193.744,141.6264,91.6212,30.71756605,25.13349206,24.62881464,943.568864,631.692423,606.5785106
q,165.348,32.46065458,215.8156,156.9532,76.0136,32.00933609,38.07247575,19.9408479,1024.597597,1449.51341,397.637415
q,116.6396,49.07562442,145.9144,114.9024,48.7104,62.70394463,49.76106987,21.98952778,3931.784673,2476.164074,483.5393318
q,134.0224,12.87777536,184.2352,122.1408,63.4332,18.64265756,12.73433843,9.818754389,347.548681,162.1633754,96.40793776
q,110.8752,25.40106346,140.928,105.786,58.154,35.04429791,22.50507952,19.33258089,1228.102816,506.478604,373.748684
q,94.5368,24.34163195,120.0864,91.5588,42.8032,38.09482557,20.7996765,15.93119172,1451.215735,432.6265426,253.8028698
q,108.7372,34.28113382,141.7752,103.9508,46.6712,50.5779227,31.09915078,17.83703705,2558.126265,967.1571794,318.1598906
q,84.7656,19.08593872,96.9872,87.2932,39.6604,23.94745573,19.06983046,13.47594419,573.4806362,363.6584338,181.6010718
q,140.0448,19.11523981,200.1532,124.2836,63.542,23.8331561,21.65661033,10.09721922,568.0193298,469.008771,101.953836
q,145.4196,29.92519233,199.1604,134.056,62.894,39.10969537,30.0689485,18.09865089,1529.568272,904.141664,327.561164
q,85.3384,19.20755803,101.2052,86.0504,40.002,26.19715811,18.39577832,13.49641419,686.291093,338.4046598,182.153196
q,93.7784,23.78464407,120.342,82.4676,82.342,55.44247682,18.74278929,25.35713383,3073.868236,351.2921502,642.984236
q,130.6936,45.39080655,188.6024,116.516,51.798,65.22301675,47.4909775,31.3603507,4254.041914,2255.392944,983.471596
q,86.6212,54.54640694,110.3772,79.918,58.8284,84.51449888,51.63575579,39.8713099,7142.70052,2666.251276,1589.721353
q,71.308,30.51190482,87.7108,63.5148,68.4396,51.43525603,26.99837367,27.34607745,2645.585563,728.912181,747.8079518
q,69.5124,41.48253905,81.438,64.4812,64.1248,71.61286306,37.87161531,38.65551998,5128.402156,1434.259247,1494.249225
q,53.1836,22.00173382,38.922,55.8572,76.8216,30.00843741,21.33091672,21.83296987,900.506316,455.0080082,476.6785734
q,74.128,26.8484267,82.7132,68.052,82.8648,36.74324626,25.9608724,26.97551707,1350.066146,673.966896,727.678521
q,62.6412,41.74636347,64.2972,60.4168,69.7264,55.41874116,41.04054432,44.94563319,3071.236872,1684.326278,2020.109943
q,68.0944,16.09173355,61.1348,67.6028,88.948,28.64612764,14.56901617,15.94441896,820.600629,212.2562322,254.224496
q,99.3412,49.22336826,148.4092,84.2988,48.0708,78.36175697,47.60451154,33.0086926,6140.564955,2266.189519,1089.573787
q,42.1572,33.41510569,33.2948,44.4592,53.5844,41.77039015,32.55651602,38.06577041,1744.765493,1059.926735,1449.002877
q,70.6408,32.17767822,102.3324,58.4456,50.4512,56.41046277,25.59890311,16.87477462,3182.14031,655.3038406,284.7580186
q,98.814,21.61747913,148.6944,80.2312,63.636,46.33349769,16.49460962,15.02646678,2146.793009,272.0721466,225.794704
q,125.0532,36.45021769,182.2104,106.9492,68.4188,49.42573148,38.84372046,20.33261927,2442.902932,1508.834619,413.4154066
q,127.1896,39.9553257,186.17,110.1112,60.3504,44.4446476,45.41936629,21.59160068,1975.3267,2062.918835,466.1972198
q,98.9568,35.58332944,148.3612,82.21,55.55,55.68557744,32.13850494,17.33533674,3100.883535,1032.8835,300.5139
q,91.4532,50.34522231,118.3412,83.1512,63.6128,74.09456109,48.44204309,16.0446775,5490.003983,2346.631539,257.4316762
q,131.1812,64.30894469,168.4384,125.2648,63.8776,81.67099733,67.18350602,22.36191893,6670.151805,4513.623481,500.0554182
q,116.8424,30.75560375,185.3836,95.8496,45.3828,38.31552754,32.40897067,15.53847689,1468.079651,1050.34138,241.4442642
q,114.4752,28.6670226,192.1432,89.596,39.0864,28.07442063,33.39752063,11.57371743,788.1730938,1115.394384,133.950935
q,54.5324,19.82709636,75.5884,45.982,43.5156,45.90734784,11.86025615,8.358334561,2107.484585,140.665676,69.86175664
q,66.86,29.04555732,102.1664,53.8864,41.1528,54.04191994,22.45567846,14.96280228,2920.529111,504.257495,223.8854522
q,126.1656,28.96018951,169.8452,114.6068,71.0844,48.92516364,26.94315857,17.41997924,2393.671637,725.9337938,303.4556766
q,129.968,34.02995998,177.6544,117.7972,67.4772,47.12620248,36.77584088,25.88248597,2220.878961,1352.462472,669.9030802
q,76.2492,39.07673348,85.6448,76.2672,51.5496,62.75040265,36.67658387,22.20206161,3937.613033,1345.171804,492.9315398
q,111.1168,27.39227551,131.122,104.8756,90.7304,44.38028296,25.0749302,22.66652412,1969.609516,628.7521246,513.7713158
q,146.4668,38.77551931,154.8156,147.0908,121.0364,36.93090842,42.06598811,39.16059084,1363.891997,1769.547355,1533.551875
q,60.7352,36.89354796,67.1164,59.7664,49.0852,46.20010878,36.57605543,30.76849592,2134.450051,1337.807831,946.700341
q,137.436,10.33159736,169.5528,126.2072,110.7184,19.07993743,12.66981721,20.09978859,364.0440122,160.5242682,404.0015014
q,105.0528,42.3530449,124.3364,103.0296,64.8592,76.14544001,34.87310603,17.53721116,5798.128035,1216.133524,307.5537754
q,59.9204,11.19655589,67.7072,59.002,44.2132,18.36110749,9.081563522,11.45113731,337.1302682,82.474796,131.1285458
q,72.1484,20.94004722,93.1584,66.3956,46.802,37.26396261,16.64425128,15.52050244,1388.602909,277.0311006,240.885996
q,97.5228,28.87135397,130.0748,88.1248,60.502,44.28377135,25.6567267,23.02877322,1961.052405,658.267625,530.324396
q,94.8836,15.03285904,115.7464,88.3344,73.8804,27.77363655,12.00257375,12.01121542,771.374887,144.0617766,144.2692958
q,94.2644,24.48037771,112.194,90.1016,68.7116,35.29860569,22.27671604,16.19141827,1245.991564,496.2520774,262.1620254
q,87.2988,22.59598014,95.7456,85.4684,74.5176,29.02009098,20.70455509,23.44738984,842.1656806,428.6786014,549.7800902
q,86.756,21.62621705,106.2068,80.384,68.586,37.39505895,16.47695797,17.03343195,1398.390434,271.490144,290.137804
q,69.8248,14.11545624,79.1912,68.4536,52.5092,22.15493269,12.05373996,11.12037389,490.8410426,145.292647,123.6627154
q,87.518,12.8270681,105.57,82.506,65.9588,25.24187592,12.67783751,11.27706977,637.1523,160.727564,127.1723026
q,50.218,22.62853234,51.12,51.1948,42.4756,30.51714272,20.57122391,17.56115613,931.296,423.175253,308.3942046
q,43.0224,21.23362188,39.2456,45.2568,41.4208,25.82175208,20.23623616,22.30470191,666.7628806,409.5052538,497.4997274
q,56.8972,32.59590514,51.3484,59.1252,60.0848,36.38198204,31.4112834,35.336644,1323.648617,986.668725,1248.678409
q,31.9296,21.61323307,29.4964,33.6012,29.894,31.24732928,19.00329862,15.83890034,976.395587,361.1253586,250.870764
q,96.8544,35.69799435,102.1524,94.3832,95.6928,50.3043256,32.03589795,31.4510672,2530.525174,1026.298758,989.1696282
q,98.4404,22.15539771,141.5108,85.9712,49.4816,27.39323061,22.29878854,20.33204519,750.3890834,497.2359706,413.3920614
q,137.3264,37.71432437,210.7576,118.7052,40.7196,41.61839548,42.29903891,24.02708838,1732.090842,1789.208693,577.3009758
q,97.11,17.0207491,143.1092,83.6948,45.5488,32.53394036,14.91050814,13.55618009,1058.457275,222.323253,183.7700186
q,137.1412,41.06598182,199.874,123.194,44.4128,46.6850439,45.26121921,20.55439603,2179.493324,2048.577964,422.4831962
q,111.0992,30.21186124,164.0204,99.4572,32.2284,31.08711604,33.98192708,14.57332609,966.4087838,1154.771368,212.3818334
q,127.6744,39.45472829,195.3592,110.7024,37.5548,41.61092856,45.63766245,18.1625493,1731.469375,2082.796234,329.878197
q,113.306,37.46355514,164.7404,102.8824,31.9204,41.83166513,40.56426716,16.63705695,1749.888208,1645.45977,276.7916638
q,95.2496,45.71777007,143.0932,82.682,34.4904,69.77920402,41.17328352,19.19079748,4869.137314,1695.239276,368.2867078
q,107.1632,35.94932775,164.298,92.0792,34.9528,48.73717673,34.93526767,17.85748505,2375.312396,1220.472927,318.8897722
q,140.0252,34.84253385,158.0128,134.5748,120.6584,46.2919673,34.01668421,17.65611819,2142.946236,1157.134805,311.7385094
q,131.9692,41.97516708,164.286,121.4924,101.1036,47.82375355,43.75440026,28.12887604,2287.111404,1914.447542,791.233667
q,137.99,29.8674187,165.6012,129.0344,111.4836,38.82018751,28.90011101,18.48956817,1507.006959,835.2164166,341.864131
q,133.7268,46.82789085,166.7284,124.962,92.0404,50.61926346,49.01619075,34.79383232,2562.309833,2402.586956,1210.610768
q,110.0484,25.14576023,124.6368,105.0284,97.5316,31.5000712,24.12024033,18.60998123,992.2544858,581.7859934,346.3314014
q,117.0896,33.68111595,146.9016,109.1008,79.9424,60.13933087,28.02245242,20.90607286,3616.739117,785.2578394,437.0638822
q,125.6604,17.92393572,157.248,115.67,94.2552,21.68568413,20.61128574,21.69745775,470.268896,424.8251,470.779673
q,100.5372,43.45326474,118.952,98.8332,60.9904,73.48970061,38.05657601,21.33232073,5400.736096,1448.302978,455.0679078
q,107.7972,61.43274104,113.55,107.4828,94.3292,61.62881388,64.49819303,64.8274697,3798.1107,4160.016904,4202.600827
q,135.4084,41.79652628,196.9604,121.4776,45.7672,60.72491113,43.52612891,14.00869031,3687.514832,1894.523898,196.2434042
q,128.64,42.45374895,180.7524,118.3052,45.2468,64.73929173,40.56785985,13.97813613,4191.175894,1645.751253,195.3882898
q,148.4524,33.77104876,213.3656,133.1104,57.1996,40.00465894,36.81878613,20.5241068,1600.372737,1355.623012,421.2389598
q,121.5208,40.00621911,169.0696,111.868,46.5032,60.96166628,38.00286537,15.16254562,3716.324756,1444.217776,229.9027898
q,168.0956,24.99881718,232.9456,156.9312,55.4684,26.99662647,30.7836201,17.74723081,728.8178406,947.6312666,314.9642014
q,103.98,34.74906042,141.416,96.026,46.904,53.45425469,31.6093993,16.47748719,2857.357344,999.154124,271.507584
q,107.1836,19.21371102,138.4968,98.1452,71.5272,39.30653368,17.4355303,21.75964292,1545.00359,303.997717,473.4820602
q,108.3968,46.09033033,164.758,94.2308,33.6072,74.21334271,40.79537145,14.41543992,5507.620236,1664.262331,207.8049082
q,110.95,34.22002192,167.4012,94.7308,46.5296,61.726638,29.37460011,18.92634999,3810.177839,862.8671314,358.2067238
q,111.4488,45.56964097,164.3744,99.3792,34.8248,71.37546795,42.05005835,15.04482984,5094.457425,1768.207407,226.346905
q,123.0244,42.03638192,147.572,113.5976,107.1468,45.10369404,42.30421816,40.99534181,2034.343216,1789.646874,1680.61805
q,141.6972,32.85217667,161.832,133.4932,131.1976,40.48506609,34.22511875,38.23461461,1639.040576,1171.358754,1461.885754
q,102.5148,44.70441791,138.0284,89.3052,77.3324,59.38866216,42.1318793,38.5627114,3527.013193,1775.095253,1487.08271
q,118.1448,40.83963556,141.5188,108.186,108.0952,50.06112311,41.29493194,43.61347197,2506.116047,1705.271404,1902.134937
q,112.3,37.70924025,115.5544,109.1764,119.9092,38.24670235,37.97039482,37.79911316,1462.810241,1441.750883,1428.772955
q,140.1376,42.34540195,161.5164,131.256,129.7408,45.48318515,42.30466717,42.57109836,2068.720131,1789.684864,1812.298415
q,132.0944,42.69642478,168.3884,119.4136,102.122,50.95695385,42.47904113,41.65830429,2596.611145,1804.468935,1735.414316
q,109.61,36.17620627,138.906,97.6752,94.1804,50.53318478,34.61982243,35.33558908,2553.602764,1198.532105,1248.603856
q,99.7856,46.80039778,114.3192,92.4632,99.3088,56.58401639,44.08593252,41.09780338,3201.750911,1943.569446,1689.029443
q,89.788,36.20530149,93.898,86.256,97.2868,38.05926426,35.94969908,38.36368785,1448.507596,1292.380864,1471.772546
q,141.3648,38.90658197,164.7836,132.134,127.3552,44.03645729,38.42405554,35.83284852,1939.209571,1476.408044,1283.993033
q,134.5296,36.14523376,149,127.546,132.4704,47.81152999,33.6184099,30.25180199,2285.9424,1130.197484,915.1715238
q,97.6584,23.62500602,105.6228,94.8236,91.2864,36.8214682,21.44862893,22.27999046,1355.82052,460.043683,496.397975
q,119.774,38.58696832,154.8148,109.0724,82.9728,56.26170013,38.96125201,39.73172108,3165.378901,1517.979158,1578.60966
q,107.9212,23.35905372,124.756,102.0376,93.9824,33.33526157,23.21704947,25.38252332,1111.239664,539.0313862,644.2724902
q,87.788,38.10427609,112.2248,81.9092,53.9564,62.68101997,32.80091699,29.77400375,3928.910265,1075.900155,886.491299
q,66.1128,25.79877664,81.1808,61.7608,48.9336,32.87513515,25.09874067,20.27785963,1080.774511,629.9467834,411.191591
q,97.5304,20.29853876,126.152,85.66,83.5228,40.10756657,15.71815511,7.970186959,1608.616896,247.0604,63.52388016
q,156.1232,42.6834303,210.3528,142.9004,81.9612,48.87988065,48.43011542,19.89561998,2389.242732,2345.47608,395.8356946
q,109.0344,42.09705473,129.4908,101.5384,93.8596,52.6935396,40.94951679,28.44061687,2776.609115,1676.862925,808.8686878
q,79.4356,12.97247288,85.2044,73.9448,92.1404,32.13063679,9.962617776,13.09827041,1032.377821,99.25375296,171.5646878
q,73.5732,15.87689648,75.7392,72.6508,72.2696,28.73794675,13.72664778,13.80293142,825.8695834,188.4208594,190.5209158
