Mean Intensity,Std Intensity,Mean R,Mean G,Mean B,Std R,Std G,Std B,Var R,Var G,Var B,Promedio_tono,Promedio_saturacion,Promedio_valor,Homogeneidad,Contraste,Area,Perimeter,Solidity,Asimetría,Curtosis,Class
0.24102126813818442,0.39889787965171425,0.3595749036472983,0.21023484999006556,0.12716463958031346,0.5371743388310218,0.3267946637323629,0.23409731959103675,0.29390432342540407,0.11039097440080031,0.05754051704254075,0.12581397879363085,0.6041810151456752,0.3576632889441058,0.03965667182050512,0.18189836999745002,0.010064998059759411,0.0369209661630061,0.8227329487658631,0.6490118343316537,0.007100366772811854,q
0.2324316266783781,0.37254560233789674,0.37775094821374744,0.19211603417444864,0.0991093017790305,0.5151963164358896,0.2979138648483841,0.19229623884275113,0.27080005696905846,0.09217171824511934,0.039350521847948385,0.04682085816880463,0.7245344774204963,0.375,0.06700844417783584,0.11456700996505312,0.014549217436295437,0.0480953644760304,0.7731642288882563,0.648250000850769,0.007953181510958354,q
0.3559195436382317,0.41893560730606133,0.6118102379682032,0.2878807868070733,0.07502716889827553,0.582888368487925,0.34626922612586436,0.15997612792618032,0.3449888383837377,0.12360267608025925,0.027645237830146687,0.0592593488169651,0.8714971281979995,0.6099134863014585,0.043253923932249964,0.18082245732106003,0.0367352218341741,0.08505026970384022,0.8369617491977501,0.613469813186945,0.003230810269281561,q
0.2922321367033665,0.21696390630348536,0.536254567787007,0.21747029604609575,0.07905715642187582,0.36200682500327525,0.1669579158814937,0.1555193418306674,0.13601710411821896,0.03014846140425608,0.026192538983778442,0.05268464895842149,0.8288592406311014,0.5340700262711754,0.09688424800233113,0.058464594027461035,0.01979339377476747,0.06155389434254952,0.9038768335861497,0.6231528338910696,0.008562085619815784,q
0.30677794678878206,0.27452214823508164,0.5132266347720822,0.24669501291476256,0.11479865046680031,0.48845500962513677,0.2205296228981494,0.21193093516990716,0.2439632093000751,0.05144321258186893,0.04746609813598858,0.051260412762510435,0.7224414424091543,0.510977598322786,0.054956005235995954,0.1138440283036672,0.01760962359332557,0.053516028209356074,0.7415091822150993,0.6133842171927539,0.006488207135800951,q
0.30424064459977784,0.3224972721961903,0.3616994182569631,0.2907673355851381,0.2559759746497223,0.4508394396711601,0.2581198078676917,0.18684943292920658,0.20858199315415496,0.06975608587013377,0.03723372977107878,0.2323850515650881,0.27772758004081816,0.3685939744535466,0.21222270215708486,0.06699067024417016,0.07335187341008063,0.15777532752147166,0.8323499409145965,0.7021009798752926,0.028990710333071233,q
0.26401406655970355,0.1322301078541908,0.29782696650585044,0.2570236439499305,0.24509264239420692,0.17312062372287204,0.11131974639599469,0.0983187333637868,0.03305006447392536,0.0140092040631207,0.011020843457099829,0.14173447304469783,0.20449978832702528,0.29665883707988766,0.2666339716242941,0.013084716011831114,0.07592808174880353,0.14374616066134274,0.8228004677992556,0.6274064067471475,0.009919486153644349,q
0.33013779650612046,0.15300750462977464,0.44191354611792505,0.2952894893701569,0.2505421949946135,0.23583629260309782,0.11487003030375048,0.09106655719136547,0.05949543796005032,0.014857149764031356,0.009557583320056934,0.06973437632237549,0.42759994439635296,0.4400421891783463,0.17843922707001275,0.02275244467698239,0.028202205406803783,0.0689014013375009,0.8483450881472977,0.6225160991601025,0.005212072620021033,q
0.35778044562271294,0.2969217144640805,0.4630716483686532,0.32840214583747274,0.2668246064255824,0.522705076957194,0.18177366413205095,0.09953976085662217,0.27858728807362554,0.03547290827201676,0.011277396213255655,0.057109695203781834,0.3509206194751774,0.46062559045437484,0.4727788817158653,0.008768567321359451,0.35305911266330364,0.4163549550997939,0.6743140067640484,0.6958335792289909,0.018465035706266498,q
0.5341397776214114,0.37900082117817885,0.8178397974135083,0.442830915954699,0.2927900289749005,0.47181590820917635,0.3245895087042703,0.2467759855038396,0.22797094405154553,0.10894200493641311,0.06373789458418971,0.03030793969363204,0.6321487018443982,0.8166614900803666,0.13061090257789676,0.04969900768422014,0.19324796274738068,0.3343384054600133,0.7165932533525293,0.6182141146119071,0.00476475245816084,q
0.33651230743831856,0.2698268623439833,0.4534355722407504,0.29949533081661034,0.25423148689978026,0.41582123234775603,0.20947379473148994,0.1847375590796928,0.1781326480983285,0.04658615675212393,0.03642871140189611,0.1493054128229619,0.41792933281942085,0.455567095029183,0.12804411350036543,0.061208257382378985,0.0512942123341813,0.12093032746996217,0.842111251495483,0.6560011236919143,0.012417885870307798,q
0.3939967077582463,0.3192731981438654,0.5913742772539923,0.3558275382475661,0.10898947471360274,0.40734294746460514,0.3272729668602344,0.20249901240074378,0.1711213768184161,0.11070652169016584,0.04347285551320577,0.0738208944396755,0.8070047958145617,0.589386703938088,0.050797793665322825,0.13773010133360383,0.028089024705730183,0.09435605598221726,0.8920950676204604,0.6504788178820113,0.01245082331475827,q
0.29274344396697505,0.18437879911415112,0.4236149953979596,0.2608686667991258,0.15065528701239908,0.3435392356026971,0.1679784288919648,0.16902742238712484,0.12287039482768551,0.03050136275151961,0.030715924245789103,0.09245444983134045,0.6191750440722088,0.4210279406245551,0.12399192126658655,0.07088069893195023,0.017020690275739124,0.0705018632891115,0.7226773744592679,0.6474283994945705,0.010375306309052574,q
0.42892909178045524,0.3033487871921154,0.7208616695976802,0.33739399960262273,0.1723509732695896,0.4787971496864253,0.2562954739376048,0.2361846072828123,0.23461482001077297,0.06880313979080299,0.05853902124248475,0.035216597550507184,0.7489969228436211,0.7193368145876202,0.06160107604497,0.20391255105940234,0.02443001177760078,0.07930405364650993,0.7115829931440123,0.6202217113131518,0.004898547784698676,q
0.3875356432453746,0.23671087633205712,0.6831233266223603,0.2953069739717862,0.12692489081178618,0.4043792143668108,0.2483830790130827,0.23735079449386534,0.1687036456630166,0.06474585902591891,0.059100631104814394,0.04154707354523582,0.7916995760221909,0.6814636150690427,0.1802933051214966,0.11573882019077372,0.06551545725003234,0.18285626178507092,0.712946497333221,0.6405216927820515,0.01227723129697388,q
0.4397563035850814,0.26600226892898365,0.5868189826508721,0.39589270812636596,0.3107711866144477,0.24581707478942616,0.24658217020630002,0.2512950209170027,0.06441400319310384,0.06383960428229496,0.06602334516157175,0.03185066073436423,0.48395234514700214,0.5848151311617554,0.06107847158682563,0.1587318277349459,0.013489571696789392,0.04741345014482708,0.8049239613432774,0.596809422802834,0.00633667990496688,q
0.43227583023316574,0.17776405804441317,0.6295139890743855,0.36559984104907606,0.29139885519963027,0.26580291017417,0.19992956779507715,0.3310259151820336,0.07484911920731901,0.042586576554990985,0.11296104176816452,0.19231782955108753,0.5216396125436772,0.627662706578147,0.17246204334404425,0.03280621081591279,0.01729550361680746,0.03102054645921372,0.8617159140477003,0.6058870729698494,0.008172744916537302,q
0.4103970084517969,0.3713942725427486,0.6672765108957941,0.3344756606397775,0.16445503685348667,0.4823137204144895,0.34826037502758644,0.3032613209431245,0.23799757614581685,0.12499553046204977,0.0951952013018074,0.04027759306500949,0.7414667357499858,0.6655601713450066,0.05707282678316736,0.2972327242624986,0.015623911724028139,0.057022956402768096,0.8565938625832614,0.6403229683305122,0.011844034887723637,q
